Subject,Session,Trial,Trigger,Vividness
s008,session_1,189,34,5
s008,session_1,190,23,5
s008,session_1,191,23,5
s008,session_1,192,32,4
s009,session_1,1,46,5
s009,session_1,2,21,5
s009,session_1,3,28,5
s009,session_1,4,33,5
s009,session_1,5,28,5
s009,session_1,6,22,5
s009,session_1,7,25,5
s009,session_1,8,29,5
s009,session_1,9,34,5
s009,session_1,10,24,5
s009,session_1,11,29,5
s009,session_1,12,30,5
s009,session_1,13,44,5
s009,session_1,14,27,5
s009,session_1,15,34,5
s009,session_1,16,21,5
s009,session_1,17,25,5
s009,session_1,18,45,5
s009,session_1,19,27,5
s009,session_1,20,29,5
s009,session_1,21,21,5
s009,session_1,22,32,5
s009,session_1,23,35,5
s009,session_1,24,22,5
s009,session_1,25,33,5
s009,session_1,26,40,5
s009,session_1,27,31,5
s009,session_1,28,23,5
s009,session_1,29,23,5
s009,session_1,30,23,5
s009,session_1,31,36,5
s009,session_1,32,32,5
s009,session_1,33,42,5
s009,session_1,34,37,5
s009,session_1,35,24,5
s009,session_1,36,43,5
s009,session_1,37,22,5
s009,session_1,38,23,5
s009,session_1,39,42,5
s009,session_1,40,30,5
s009,session_1,41,39,5
s009,session_1,42,41,5
s009,session_1,43,32,5
s009,session_1,44,45,5
s009,session_1,45,23,5
s009,session_1,46,26,5
s009,session_1,47,47,5
s009,session_1,48,23,5
s009,session_1,49,31,5
s009,session_1,50,30,5
s009,session_1,51,29,5
s009,session_1,52,23,5
s009,session_1,53,28,5
s009,session_1,54,43,5
s009,session_1,55,34,5
s009,session_1,56,45,5
s009,session_1,57,37,5
s009,session_1,58,42,5
s009,session_1,59,30,5
s009,session_1,60,23,5
s009,session_1,61,26,5
s009,session_1,62,36,5
s009,session_1,63,22,5
s009,session_1,64,21,5
s009,session_1,65,47,5
s009,session_1,66,21,5
s009,session_1,67,34,5
s009,session_1,68,32,5
s009,session_1,69,24,5
s009,session_1,70,33,5
s009,session_1,71,28,5
s009,session_1,72,33,5
s009,session_1,73,27,5
s009,session_1,74,29,5
s009,session_1,75,23,5
s009,session_1,76,23,5
s009,session_1,77,24,5
s009,session_1,78,22,5
s009,session_1,79,35,5
s009,session_1,80,27,5
s009,session_1,81,21,5
s009,session_1,82,23,5
s009,session_1,83,31,5
s009,session_1,84,44,5
s009,session_1,85,38,5
s009,session_1,86,46,5
s009,session_1,87,39,5
s009,session_1,88,26,5
s009,session_1,89,25,5
s009,session_1,90,22,5
s009,session_1,91,23,5
s009,session_1,92,35,5
s009,session_1,93,26,5
s009,session_1,94,25,5
s009,session_1,95,31,5
s009,session_1,96,21,5
s009,session_1,97,24,5
s009,session_1,98,34,5
s009,session_1,99,21,5
s009,session_1,100,32,5
s009,session_1,101,40,5
s009,session_1,102,41,5
s009,session_1,103,35,5
s009,session_1,104,47,5
s009,session_1,105,40,5
s009,session_1,106,22,5
s009,session_1,107,23,5
s009,session_1,108,28,5
s009,session_1,109,23,5
s009,session_1,110,33,5
s009,session_1,111,44,5
s009,session_1,112,29,5
s009,session_1,113,31,5
s009,session_1,114,30,5
s009,session_1,115,22,5
s009,session_1,116,39,5
s009,session_1,117,36,5
s009,session_1,118,21,5
s009,session_1,119,35,5
s009,session_1,120,34,5
s009,session_1,121,26,5
s009,session_1,122,33,5
s009,session_1,123,27,5
s009,session_1,124,25,5
s009,session_1,125,41,5
s009,session_1,126,31,5
s009,session_1,127,22,5
s009,session_1,128,27,5
s009,session_1,129,24,5
s009,session_1,130,30,5
s009,session_1,131,37,5
s009,session_1,132,23,5
s009,session_1,133,23,5
s009,session_1,134,38,5
s009,session_1,135,32,5
s009,session_1,136,43,5
s009,session_1,137,28,5
s009,session_1,138,31,5
s009,session_1,139,26,5
s009,session_1,140,30,5
s009,session_1,141,46,5
s009,session_1,142,29,5
s009,session_1,143,47,5
s009,session_1,144,28,5
s009,session_1,145,35,5
s009,session_1,146,36,5
s009,session_1,147,26,5
s009,session_1,148,23,5
s009,session_1,149,27,5
s009,session_1,150,34,5
s009,session_1,151,22,5
s009,session_1,152,44,5
s009,session_1,153,41,5
s009,session_1,154,40,5
s009,session_1,155,23,5
s009,session_1,156,23,5
s009,session_1,157,33,5
s009,session_1,158,23,5
s009,session_1,159,23,5
s009,session_1,160,39,5
s009,session_1,161,31,5
s009,session_1,162,23,5
s009,session_1,163,29,5
s009,session_1,164,25,5
s009,session_1,165,21,5
s009,session_1,166,42,5
s009,session_1,167,34,5
s009,session_1,168,22,5
s009,session_1,169,33,5
s009,session_1,170,43,5
s009,session_1,171,24,5
s009,session_1,172,38,5
s009,session_1,173,21,5
s009,session_1,174,21,5
s009,session_1,175,23,5
s009,session_1,176,22,5
s009,session_1,177,30,5
s009,session_1,178,27,5
s009,session_1,179,35,5
s009,session_1,180,45,5
s009,session_1,181,25,5
s009,session_1,182,32,5
s009,session_1,183,32,5
s009,session_1,184,25,5
s009,session_1,185,23,5
s009,session_1,186,28,5
s009,session_1,187,24,5
s009,session_1,188,37,5
s009,session_1,189,35,5
s009,session_1,190,38,5
s009,session_1,191,26,5
s009,session_1,192,46,5
s010,session_1,1,24,5
s010,session_1,2,26,5
s010,session_1,3,21,4
s010,session_1,4,43,5
s010,session_1,5,29,5
s010,session_1,6,27,5
s010,session_1,7,44,4
s010,session_1,8,23,5
s010,session_1,9,23,5
s010,session_1,10,42,3
s010,session_1,11,32,5
s010,session_1,12,34,5
s010,session_1,13,23,5
s010,session_1,14,46,4
s010,session_1,15,32,5
s010,session_1,16,22,5
s010,session_1,17,30,5
s010,session_1,18,47,4
s010,session_1,19,30,5
s010,session_1,20,33,5
s010,session_1,21,38,4
s010,session_1,22,30,5
s010,session_1,23,31,5
s010,session_1,24,23,5
s010,session_1,25,34,5
s010,session_1,26,26,5
s010,session_1,27,28,5
s010,session_1,28,25,5
s010,session_1,29,21,3
s010,session_1,30,23,5
s010,session_1,31,41,4
s010,session_1,32,29,5
s010,session_1,33,21,4
s010,session_1,34,27,5
s010,session_1,35,35,5
s010,session_1,36,32,5
s010,session_1,37,24,5
s010,session_1,38,40,4
s010,session_1,39,25,5
s010,session_1,40,28,5
s010,session_1,41,21,5
s010,session_1,42,37,4
s010,session_1,43,45,4
s010,session_1,44,29,5
s010,session_1,45,31,5
s010,session_1,46,39,4
s010,session_1,47,35,5
s010,session_1,48,33,5
s010,session_1,49,22,4
s010,session_1,50,46,4
s010,session_1,51,23,5
s010,session_1,52,26,5
s010,session_1,53,27,5
s010,session_1,54,23,5
s010,session_1,55,28,5
s010,session_1,56,44,4
s010,session_1,57,23,5
s010,session_1,58,26,5
s010,session_1,59,41,4
s010,session_1,60,23,5
s010,session_1,61,22,4
s010,session_1,62,21,4
s010,session_1,63,29,5
s010,session_1,64,40,4
s010,session_1,65,31,5
s010,session_1,66,23,5
s010,session_1,67,35,5
s010,session_1,68,31,5
s010,session_1,69,33,5
s010,session_1,70,25,5
s010,session_1,71,22,5
s010,session_1,72,23,5
s010,session_1,73,23,5
s010,session_1,74,33,5
s010,session_1,75,22,4
s010,session_1,76,29,5
s010,session_1,77,23,5
s010,session_1,78,39,5
s010,session_1,79,32,5
s010,session_1,80,34,5
s010,session_1,81,27,5
s010,session_1,82,30,5
s010,session_1,83,28,5
s010,session_1,84,36,4
s010,session_1,85,24,5
s010,session_1,86,34,5
s010,session_1,87,28,5
s010,session_1,88,23,5
s010,session_1,89,21,4
s010,session_1,90,32,5
s010,session_1,91,21,5
s010,session_1,92,35,5
s010,session_1,93,25,5
s010,session_1,94,43,4
s010,session_1,95,30,5
s010,session_1,96,24,5
s010,session_1,97,37,4
s010,session_1,98,38,4
s010,session_1,99,24,5
s010,session_1,100,47,5
s010,session_1,101,45,5
s010,session_1,102,42,4
s010,session_1,103,34,5
s010,session_1,104,40,3
s010,session_1,105,36,4
s010,session_1,106,43,3
s010,session_1,107,35,5
s010,session_1,108,33,5
s010,session_1,109,21,4
s010,session_1,110,31,4
s010,session_1,111,44,4
s010,session_1,112,24,5
s010,session_1,113,34,5
s010,session_1,114,30,5
s010,session_1,115,31,5
s010,session_1,116,23,5
s010,session_1,117,39,4
s010,session_1,118,29,5
s010,session_1,119,47,5
s010,session_1,120,38,4
s010,session_1,121,26,5
s010,session_1,122,23,5
s010,session_1,123,21,4
s010,session_1,124,35,5
s010,session_1,125,41,5
s010,session_1,126,27,5
s010,session_1,127,25,5
s010,session_1,128,27,5
s010,session_1,129,45,4
s010,session_1,130,33,5
s010,session_1,131,46,4
s010,session_1,132,22,4
s010,session_1,133,22,4
s010,session_1,134,26,5
s010,session_1,135,23,5
s010,session_1,136,27,5
s010,session_1,137,32,5
s010,session_1,138,46,4
s010,session_1,139,43,4
s010,session_1,140,29,5
s010,session_1,141,24,5
s010,session_1,142,22,4
s010,session_1,143,33,5
s010,session_1,144,25,5
s010,session_1,145,21,3
s010,session_1,146,22,3
s010,session_1,147,35,5
s010,session_1,148,28,5
s010,session_1,149,31,5
s010,session_1,150,30,5
s010,session_1,151,37,4
s010,session_1,152,38,4
s010,session_1,153,24,5
s010,session_1,154,23,5
s010,session_1,155,47,4
s010,session_1,156,23,5
s010,session_1,157,29,5
s010,session_1,158,39,4
s010,session_1,159,22,4
s010,session_1,160,23,4
s010,session_1,161,21,3
s010,session_1,162,34,5
s010,session_1,163,28,5
s010,session_1,164,28,5
s010,session_1,165,32,5
s010,session_1,166,42,3
s010,session_1,167,22,4
s010,session_1,168,25,5
s010,session_1,169,41,5
s010,session_1,170,37,4
s010,session_1,171,44,3
s010,session_1,172,31,5
s010,session_1,173,45,4
s010,session_1,174,21,4
s010,session_1,175,27,5
s010,session_1,176,32,5
s010,session_1,177,40,4
s010,session_1,178,36,4
s010,session_1,179,30,5
s010,session_1,180,26,5
s010,session_1,181,42,4
s010,session_1,182,35,5
s010,session_1,183,26,5
s010,session_1,184,23,5
s010,session_1,185,23,5
s010,session_1,186,34,5
s010,session_1,187,33,5
s010,session_1,188,23,5
s010,session_1,189,36,4
s010,session_1,190,23,5
s010,session_1,191,22,4
s010,session_1,192,25,4
s011,session_1,1,38,5
s011,session_1,2,23,1
s011,session_1,3,27,5
s011,session_1,4,42,5
s011,session_1,5,23,5
s011,session_1,6,47,5
s011,session_1,7,46,5
s011,session_1,8,31,5
s011,session_1,9,39,5
s011,session_1,10,21,5
s011,session_1,11,21,5
s011,session_1,12,25,5
s011,session_1,13,33,5
s011,session_1,14,41,5
s011,session_1,15,29,5
s011,session_1,16,36,1
s011,session_1,17,43,5
s011,session_1,18,26,1
s011,session_1,19,21,5
s011,session_1,20,26,5
s011,session_1,21,30,5
s011,session_1,22,39,4
s011,session_1,23,28,5
s011,session_1,24,23,5
s011,session_1,25,44,5
s011,session_1,26,45,5
s011,session_1,27,37,5
s011,session_1,28,31,5
s011,session_1,29,23,5
s011,session_1,30,35,5
s011,session_1,31,24,5
s011,session_1,32,27,5
s011,session_1,33,29,5
s011,session_1,34,24,5
s011,session_1,35,34,5
s011,session_1,36,25,5
s011,session_1,37,29,5
s011,session_1,38,30,5
s011,session_1,39,22,5
s011,session_1,40,32,1
s011,session_1,41,22,5
s011,session_1,42,22,5
s011,session_1,43,28,5
s011,session_1,44,29,5
s011,session_1,45,34,5
s011,session_1,46,32,5
s011,session_1,47,23,5
s011,session_1,48,35,5
s011,session_1,49,21,5
s011,session_1,50,28,5
s011,session_1,51,28,5
s011,session_1,52,27,5
s011,session_1,53,23,5
s011,session_1,54,33,5
s011,session_1,55,28,5
s011,session_1,56,29,5
s011,session_1,57,39,4
s011,session_1,58,26,5
s011,session_1,59,21,4
s011,session_1,60,46,5
s011,session_1,61,38,5
s011,session_1,62,42,5
s011,session_1,63,35,5
s011,session_1,64,21,4
s011,session_1,65,41,5
s011,session_1,66,26,5
s011,session_1,67,27,5
s011,session_1,68,43,5
s011,session_1,69,23,5
s011,session_1,70,35,5
s011,session_1,71,34,5
s011,session_1,72,37,5
s011,session_1,73,22,4
s011,session_1,74,30,5
s011,session_1,75,45,5
s011,session_1,76,32,5
s011,session_1,77,23,5
s011,session_1,78,34,5
s011,session_1,79,23,5
s011,session_1,80,21,4
s011,session_1,81,32,5
s011,session_1,82,24,5
s011,session_1,83,22,5
s011,session_1,84,44,1
s011,session_1,85,24,5
s011,session_1,86,31,5
s011,session_1,87,25,5
s011,session_1,88,23,5
s011,session_1,89,33,5
s011,session_1,90,29,5
s011,session_1,91,47,5
s011,session_1,92,23,5
s011,session_1,93,30,5
s011,session_1,94,31,5
s011,session_1,95,22,5
s011,session_1,96,25,5
s011,session_1,97,26,5
s011,session_1,98,23,5
s011,session_1,99,45,5
s011,session_1,100,36,5
s011,session_1,101,23,5
s011,session_1,102,40,5
s011,session_1,103,23,5
s011,session_1,104,22,4
s011,session_1,105,25,5
s011,session_1,106,33,5
s011,session_1,107,24,5
s011,session_1,108,33,5
s011,session_1,109,21,5
s011,session_1,110,34,5
s011,session_1,111,40,4
s011,session_1,112,35,5
s011,session_1,113,46,5
s011,session_1,114,21,5
s011,session_1,115,23,5
s011,session_1,116,31,5
s011,session_1,117,27,5
s011,session_1,118,43,4
s011,session_1,119,36,5
s011,session_1,120,42,5
s011,session_1,121,27,5
s011,session_1,122,31,5
s011,session_1,123,23,5
s011,session_1,124,30,5
s011,session_1,125,41,5
s011,session_1,126,44,5
s011,session_1,127,32,5
s011,session_1,128,23,5
s011,session_1,129,24,5
s011,session_1,130,47,5
s011,session_1,131,32,5
s011,session_1,132,25,5
s011,session_1,133,22,5
s011,session_1,134,30,5
s011,session_1,135,22,5
s011,session_1,136,46,5
s011,session_1,137,35,5
s011,session_1,138,23,5
s011,session_1,139,32,5
s011,session_1,140,29,5
s011,session_1,141,35,5
s011,session_1,142,37,5
s011,session_1,143,22,5
s011,session_1,144,32,5
s011,session_1,145,39,5
s011,session_1,146,30,5
s011,session_1,147,27,5
s011,session_1,148,34,5
s011,session_1,149,43,5
s011,session_1,150,21,5
s011,session_1,151,26,5
s011,session_1,152,47,5
s011,session_1,153,30,5
s011,session_1,154,23,5
s011,session_1,155,27,5
s011,session_1,156,21,5
s011,session_1,157,26,5
s011,session_1,158,33,5
s011,session_1,159,28,5
s011,session_1,160,25,5
s011,session_1,161,41,5
s011,session_1,162,42,5
s011,session_1,163,23,5
s011,session_1,164,40,5
s011,session_1,165,24,5
s011,session_1,166,25,5
s011,session_1,167,24,5
s011,session_1,168,31,5
s011,session_1,169,36,5
s011,session_1,170,37,5
s011,session_1,171,28,5
s011,session_1,172,34,5
s011,session_1,173,22,5
s011,session_1,174,38,5
s011,session_1,175,22,4
s011,session_1,176,29,5
s011,session_1,177,34,5
s011,session_1,178,44,5
s011,session_1,179,23,5
s011,session_1,180,33,5
s011,session_1,181,38,5
s011,session_1,182,23,5
s011,session_1,183,28,5
s011,session_1,184,31,5
s011,session_1,185,21,5
s011,session_1,186,45,5
s011,session_1,187,23,5
s011,session_1,188,35,5
s011,session_1,189,33,5
s011,session_1,190,40,5
s011,session_1,191,23,1
s011,session_1,192,26,5
s011,session_2,1,32,5
s011,session_2,2,23,5
s011,session_2,3,22,5
s011,session_2,4,36,5
s011,session_2,5,23,5
s011,session_2,6,21,5
s011,session_2,7,25,5
s011,session_2,8,43,5
s011,session_2,9,21,5
s011,session_2,10,29,5
s011,session_2,11,35,5
s011,session_2,12,37,5
s011,session_2,13,33,5
s011,session_2,14,26,5
s011,session_2,15,33,5
s011,session_2,16,41,5
s011,session_2,17,24,5
s011,session_2,18,23,5
s011,session_2,19,35,5
s011,session_2,20,30,5
s011,session_2,21,28,5
s011,session_2,22,22,5
s011,session_2,23,45,5
s011,session_2,24,40,5
s011,session_2,25,30,5
s011,session_2,26,23,5
s011,session_2,27,24,5
s011,session_2,28,38,5
s011,session_2,29,44,5
s011,session_2,30,27,5
s011,session_2,31,26,5
s011,session_2,32,23,5
s011,session_2,33,36,5
s011,session_2,34,29,5
s011,session_2,35,42,5
s011,session_2,36,34,5
s011,session_2,37,32,5
s011,session_2,38,35,5
s011,session_2,39,34,5
s011,session_2,40,28,5
s011,session_2,41,23,5
s011,session_2,42,22,5
s011,session_2,43,22,5
s011,session_2,44,38,5
s011,session_2,45,27,5
s011,session_2,46,31,5
s011,session_2,47,25,5
s011,session_2,48,21,1
s011,session_2,49,39,5
s011,session_2,50,46,5
s011,session_2,51,23,5
s011,session_2,52,32,5
s011,session_2,53,25,5
s011,session_2,54,30,5
s011,session_2,55,30,5
s011,session_2,56,26,5
s011,session_2,57,22,5
s011,session_2,58,43,5
s011,session_2,59,34,5
s011,session_2,60,26,5
s011,session_2,61,29,5
s011,session_2,62,40,5
s011,session_2,63,37,5
s011,session_2,64,33,5
s011,session_2,65,24,5
s011,session_2,66,23,5
s011,session_2,67,45,5
s011,session_2,68,28,5
s011,session_2,69,23,5
s011,session_2,70,28,5
s011,session_2,71,33,5
s011,session_2,72,29,5
s011,session_2,73,31,5
s011,session_2,74,31,5
s011,session_2,75,47,5
s011,session_2,76,23,5
s011,session_2,77,28,5
s011,session_2,78,21,5
s011,session_2,79,35,5
s011,session_2,80,25,5
s011,session_2,81,38,5
s011,session_2,82,44,5
s011,session_2,83,24,5
s011,session_2,84,23,5
s011,session_2,85,34,5
s011,session_2,86,21,5
s011,session_2,87,35,5
s011,session_2,88,21,5
s011,session_2,89,22,5
s011,session_2,90,30,5
s011,session_2,91,22,5
s011,session_2,92,27,5
s011,session_2,93,32,5
s011,session_2,94,27,5
s011,session_2,95,36,5
s011,session_2,96,39,5
s011,session_2,97,23,5
s011,session_2,98,23,5
s011,session_2,99,29,5
s011,session_2,100,42,5
s011,session_2,101,41,5
s011,session_2,102,21,5
s011,session_2,103,35,5
s011,session_2,104,23,5
s011,session_2,105,43,5
s011,session_2,106,27,5
s011,session_2,107,22,5
s011,session_2,108,47,5
s011,session_2,109,21,5
s011,session_2,110,30,5
s011,session_2,111,40,5
s011,session_2,112,23,5
s011,session_2,113,32,5
s011,session_2,114,29,5
s011,session_2,115,25,5
s011,session_2,116,23,5
s011,session_2,117,27,5
s011,session_2,118,24,5
s011,session_2,119,22,5
s011,session_2,120,31,4
s011,session_2,121,34,5
s011,session_2,122,31,5
s011,session_2,123,26,5
s011,session_2,124,24,5
s011,session_2,125,33,5
s011,session_2,126,23,5
s011,session_2,127,32,5
s011,session_2,128,39,5
s011,session_2,129,42,5
s011,session_2,130,28,4
s011,session_2,131,26,5
s011,session_2,132,37,5
s011,session_2,133,44,5
s011,session_2,134,21,5
s011,session_2,135,45,5
s011,session_2,136,36,5
s011,session_2,137,23,5
s011,session_2,138,21,5
s011,session_2,139,33,5
s011,session_2,140,37,5
s011,session_2,141,29,5
s011,session_2,142,24,5
s011,session_2,143,21,5
s011,session_2,144,24,5
s011,session_2,145,30,5
s011,session_2,146,29,5
s011,session_2,147,32,5
s011,session_2,148,34,5
s011,session_2,149,42,5
s011,session_2,150,27,5
s011,session_2,151,34,1
s011,session_2,152,22,5
s011,session_2,153,31,5
s011,session_2,154,40,5
s011,session_2,155,21,5
s011,session_2,156,39,5
s011,session_2,157,28,5
s011,session_2,158,46,5
s011,session_2,159,41,5
s011,session_2,160,25,5
s011,session_2,161,28,5
s011,session_2,162,25,5
s011,session_2,163,34,5
s011,session_2,164,45,5
s011,session_2,165,23,5
s011,session_2,166,23,5
s011,session_2,167,27,5
s011,session_2,168,38,5
s011,session_2,169,23,5
s011,session_2,170,33,5
s011,session_2,171,30,5
s011,session_2,172,26,5
s011,session_2,173,23,5
s011,session_2,174,35,5
s011,session_2,175,23,5
s011,session_2,176,31,5
s011,session_2,177,22,5
s011,session_2,178,44,5
s011,session_2,179,33,5
s011,session_2,180,26,5
s011,session_2,181,25,5
s011,session_2,182,32,5
s011,session_2,183,35,5
s011,session_2,184,41,5
s011,session_2,185,23,5
s011,session_2,186,47,5
s011,session_2,187,43,5
s011,session_2,188,22,5
s011,session_2,189,47,5
s011,session_2,190,46,5
s011,session_2,191,31,5
s011,session_2,192,46,5
s012,session_1,1,28,5
s012,session_1,2,21,5
s012,session_1,3,28,5
s012,session_1,4,31,5
s012,session_1,5,34,5
s012,session_1,6,24,5
s012,session_1,7,43,4
s012,session_1,8,26,5
s012,session_1,9,30,5
s012,session_1,10,27,5
s012,session_1,11,28,4
s012,session_1,12,21,4
s012,session_1,13,44,5
s012,session_1,14,35,5
s012,session_1,15,26,5
s012,session_1,16,21,4
s012,session_1,17,46,4
s012,session_1,18,29,4
s012,session_1,19,29,5
s012,session_1,20,39,5
s012,session_1,21,45,5
s012,session_1,22,30,5
s012,session_1,23,22,5
s012,session_1,24,34,5
s012,session_1,25,47,5
s012,session_1,26,40,5
s012,session_1,27,23,5
s012,session_1,28,33,4
s012,session_1,29,23,5
s012,session_1,30,22,5
s012,session_1,31,23,5
s012,session_1,32,25,5
s012,session_1,33,25,5
s012,session_1,34,41,4
s012,session_1,35,36,4
s012,session_1,36,37,5
s012,session_1,37,32,4
s012,session_1,38,24,5
s012,session_1,39,30,5
s012,session_1,40,35,5
s012,session_1,41,42,4
s012,session_1,42,38,5
s012,session_1,43,27,4
s012,session_1,44,38,4
s012,session_1,45,25,5
s012,session_1,46,23,3
s012,session_1,47,22,5
s012,session_1,48,33,4
s012,session_1,49,23,5
s012,session_1,50,40,5
s012,session_1,51,45,4
s012,session_1,52,27,5
s012,session_1,53,43,5
s012,session_1,54,23,5
s012,session_1,55,32,5
s012,session_1,56,23,5
s012,session_1,57,39,5
s012,session_1,58,28,3
s012,session_1,59,26,5
s012,session_1,60,35,4
s012,session_1,61,23,5
s012,session_1,62,34,5
s012,session_1,63,46,5
s012,session_1,64,31,5
s012,session_1,65,41,5
s012,session_1,66,26,5
s012,session_1,67,21,5
s012,session_1,68,35,4
s012,session_1,69,47,5
s012,session_1,70,22,5
s012,session_1,71,23,5
s012,session_1,72,36,5
s012,session_1,73,26,5
s012,session_1,74,44,4
s012,session_1,75,29,5
s012,session_1,76,22,5
s012,session_1,77,23,5
s012,session_1,78,33,5
s012,session_1,79,21,5
s012,session_1,80,32,5
s012,session_1,81,34,5
s012,session_1,82,24,5
s012,session_1,83,30,5
s012,session_1,84,23,5
s012,session_1,85,31,5
s012,session_1,86,37,4
s012,session_1,87,21,5
s012,session_1,88,35,5
s012,session_1,89,30,5
s012,session_1,90,38,4
s012,session_1,91,32,5
s012,session_1,92,28,4
s012,session_1,93,25,4
s012,session_1,94,22,5
s012,session_1,95,29,4
s012,session_1,96,42,3
s012,session_1,97,33,5
s012,session_1,98,24,5
s012,session_1,99,46,4
s012,session_1,100,27,4
s012,session_1,101,23,5
s012,session_1,102,25,4
s012,session_1,103,34,4
s012,session_1,104,21,4
s012,session_1,105,41,5
s012,session_1,106,23,5
s012,session_1,107,47,5
s012,session_1,108,39,5
s012,session_1,109,31,5
s012,session_1,110,30,5
s012,session_1,111,23,5
s012,session_1,112,43,4
s012,session_1,113,26,5
s012,session_1,114,44,5
s012,session_1,115,22,5
s012,session_1,116,33,5
s012,session_1,117,28,5
s012,session_1,118,34,5
s012,session_1,119,35,5
s012,session_1,120,24,5
s012,session_1,121,25,5
s012,session_1,122,29,4
s012,session_1,123,33,5
s012,session_1,124,21,5
s012,session_1,125,27,5
s012,session_1,126,23,5
s012,session_1,127,37,5
s012,session_1,128,23,5
s012,session_1,129,21,5
s012,session_1,130,22,5
s012,session_1,131,23,5
s012,session_1,132,22,5
s012,session_1,133,31,5
s012,session_1,134,27,5
s012,session_1,135,24,5
s012,session_1,136,22,5
s012,session_1,137,45,5
s012,session_1,138,23,5
s012,session_1,139,34,5
s012,session_1,140,30,5
s012,session_1,141,30,5
s012,session_1,142,37,5
s012,session_1,143,44,5
s012,session_1,144,21,5
s012,session_1,145,25,5
s012,session_1,146,22,5
s012,session_1,147,22,5
s012,session_1,148,29,5
s012,session_1,149,41,4
s012,session_1,150,28,5
s012,session_1,151,29,5
s012,session_1,152,35,5
s012,session_1,153,33,5
s012,session_1,154,21,4
s012,session_1,155,40,5
s012,session_1,156,36,5
s012,session_1,157,28,5
s012,session_1,158,34,5
s012,session_1,159,40,5
s012,session_1,160,23,5
s012,session_1,161,25,5
s012,session_1,162,38,4
s012,session_1,163,21,5
s012,session_1,164,26,5
s012,session_1,165,23,5
s012,session_1,166,32,5
s012,session_1,167,23,5
s012,session_1,168,46,4
s012,session_1,169,43,5
s012,session_1,170,42,5
s012,session_1,171,33,5
s012,session_1,172,47,5
s012,session_1,173,42,5
s012,session_1,174,24,5
s012,session_1,175,39,5
s012,session_1,176,29,4
s012,session_1,177,35,5
s012,session_1,178,24,5
s012,session_1,179,27,5
s012,session_1,180,32,5
s012,session_1,181,36,5
s012,session_1,182,31,4
s012,session_1,183,27,5
s012,session_1,184,23,5
s012,session_1,185,26,5
s012,session_1,186,31,5
s012,session_1,187,23,5
s012,session_1,188,45,3
s012,session_1,189,32,5
s012,session_1,190,23,5
s012,session_1,191,31,4
s012,session_1,192,32,5
s012,session_2,1,39,5
s012,session_2,2,36,5
s012,session_2,3,27,5
s012,session_2,4,28,5
s012,session_2,5,22,5
s012,session_2,6,29,5
s012,session_2,7,23,5
s012,session_2,8,47,5
s012,session_2,9,37,5
s012,session_2,10,23,5
s012,session_2,11,26,5
s012,session_2,12,33,5
s012,session_2,13,21,5
s012,session_2,14,34,5
s012,session_2,15,21,5
s012,session_2,16,43,5
s012,session_2,17,38,5
s012,session_2,18,41,5
s012,session_2,19,23,5
s012,session_2,20,32,5
s012,session_2,21,35,3
s012,session_2,22,23,5
s012,session_2,23,25,5
s012,session_2,24,32,4
s012,session_2,25,30,4
s012,session_2,26,22,5
s012,session_2,27,35,4
s012,session_2,28,34,5
s012,session_2,29,46,5
s012,session_2,30,30,4
s012,session_2,31,23,5
s012,session_2,32,22,5
s012,session_2,33,33,5
s012,session_2,34,25,5
s012,session_2,35,23,5
s012,session_2,36,31,5
s012,session_2,37,26,5
s012,session_2,38,23,5
s012,session_2,39,26,5
s012,session_2,40,27,5
s012,session_2,41,45,5
s012,session_2,42,33,5
s012,session_2,43,21,5
s012,session_2,44,24,5
s012,session_2,45,42,5
s012,session_2,46,28,5
s012,session_2,47,24,5
s012,session_2,48,29,5
s012,session_2,49,31,5
s012,session_2,50,23,5
s012,session_2,51,23,5
s012,session_2,52,21,5
s012,session_2,53,32,5
s012,session_2,54,42,5
s012,session_2,55,23,5
s012,session_2,56,25,5
s012,session_2,57,30,5
s012,session_2,58,45,5
s012,session_2,59,22,5
s012,session_2,60,24,5
s012,session_2,61,32,5
s012,session_2,62,26,5
s012,session_2,63,26,5
s012,session_2,64,21,5
s012,session_2,65,34,5
s012,session_2,66,30,5
s012,session_2,67,41,5
s012,session_2,68,39,5
s012,session_2,69,27,5
s012,session_2,70,28,5
s012,session_2,71,23,5
s012,session_2,72,43,5
s012,session_2,73,46,5
s012,session_2,74,31,5
s012,session_2,75,35,5
s012,session_2,76,37,5
s012,session_2,77,23,4
s012,session_2,78,33,5
s012,session_2,79,35,5
s012,session_2,80,30,5
s012,session_2,81,33,5
s012,session_2,82,22,4
s012,session_2,83,23,4
s012,session_2,84,47,4
s012,session_2,85,29,5
s012,session_2,86,34,5
s012,session_2,87,44,5
s012,session_2,88,34,5
s012,session_2,89,23,5
s012,session_2,90,28,5
s012,session_2,91,24,5
s012,session_2,92,25,5
s012,session_2,93,40,5
s012,session_2,94,27,5
s012,session_2,95,38,5
s012,session_2,96,22,5
s012,session_2,97,36,5
s012,session_2,98,31,5
s012,session_2,99,47,5
s012,session_2,100,21,5
s012,session_2,101,29,5
s012,session_2,102,23,5
s012,session_2,103,43,5
s012,session_2,104,32,5
s012,session_2,105,24,5
s012,session_2,106,35,5
s012,session_2,107,29,5
s012,session_2,108,32,5
s012,session_2,109,27,5
s012,session_2,110,21,5
s012,session_2,111,28,5
